full_epi_code,color,hex_value
S01E01,Alizarin Crimson,#4E1500
S01E01,Bright Red,#DB0000
S01E01,Cadmium Yellow,#FFEC00
S01E01,Phthalo Green,#102E3C
S01E01,Prussian Blue,#021E44
S01E01,Sap Green,#0A3410
S01E01,Titanium White,#FFFFFF
S01E01,Van Dyke Brown,#221B15
S01E02,Alizarin Crimson,#4E1500
S01E02,Bright Red,#DB0000
S01E02,Cadmium Yellow,#FFEC00
S01E02,Phthalo Green,#102E3C
S01E02,Prussian Blue,#021E44
S01E02,Sap Green,#0A3410
S01E02,Titanium White,#FFFFFF
S01E02,Van Dyke Brown,#221B15
S01E03,Alizarin Crimson,#4E1500
S01E03,Black Gesso,#000000
S01E03,Bright Red,#DB0000
S01E03,Cadmium Yellow,#FFEC00
S01E03,Phthalo Green,#102E3C
S01E03,Prussian Blue,#021E44
S01E03,Sap Green,#0A3410
S01E03,Titanium White,#FFFFFF
S01E03,Van Dyke Brown,#221B15
S01E04,Prussian Blue,#021E44
S01E04,Titanium White,#FFFFFF
S01E04,Van Dyke Brown,#221B15
S01E05,Alizarin Crimson,#4E1500
S01E05,Bright Red,#DB0000
S01E05,Cadmium Yellow,#FFEC00
S01E05,Phthalo Green,#102E3C
S01E05,Prussian Blue,#021E44
S01E05,Sap Green,#0A3410
S01E05,Titanium White,#FFFFFF
S01E05,Van Dyke Brown,#221B15
S01E06,Black Gesso,#000000
S01E06,Prussian Blue,#021E44
S01E06,Titanium White,#FFFFFF
S01E06,Van Dyke Brown,#221B15
S01E07,Alizarin Crimson,#4E1500
S01E07,Bright Red,#DB0000
S01E07,Cadmium Yellow,#FFEC00
S01E07,Phthalo Green,#102E3C
S01E07,Prussian Blue,#021E44
S01E07,Sap Green,#0A3410
S01E07,Titanium White,#FFFFFF
S01E07,Van Dyke Brown,#221B15
S01E08,Alizarin Crimson,#4E1500
S01E08,Bright Red,#DB0000
S01E08,Cadmium Yellow,#FFEC00
S01E08,Phthalo Green,#102E3C
S01E08,Prussian Blue,#021E44
S01E08,Sap Green,#0A3410
S01E08,Titanium White,#FFFFFF
S01E08,Van Dyke Brown,#221B15
S01E09,Alizarin Crimson,#4E1500
S01E09,Bright Red,#DB0000
S01E09,Cadmium Yellow,#FFEC00
S01E09,Phthalo Green,#102E3C
S01E09,Prussian Blue,#021E44
S01E09,Sap Green,#0A3410
S01E09,Titanium White,#FFFFFF
S01E09,Van Dyke Brown,#221B15
S01E10,Alizarin Crimson,#4E1500
S01E10,Bright Red,#DB0000
S01E10,Cadmium Yellow,#FFEC00
S01E10,Phthalo Green,#102E3C
S01E10,Prussian Blue,#021E44
S01E10,Sap Green,#0A3410
S01E10,Titanium White,#FFFFFF
S01E10,Van Dyke Brown,#221B15
S01E11,Alizarin Crimson,#4E1500
S01E11,Bright Red,#DB0000
S01E11,Cadmium Yellow,#FFEC00
S01E11,Phthalo Green,#102E3C
S01E11,Prussian Blue,#021E44
S01E11,Sap Green,#0A3410
S01E11,Titanium White,#FFFFFF
S01E11,Van Dyke Brown,#221B15
S01E12,Alizarin Crimson,#4E1500
S01E12,Prussian Blue,#021E44
S01E12,Titanium White,#FFFFFF
S01E12,Van Dyke Brown,#221B15
S01E13,Alizarin Crimson,#4E1500
S01E13,Bright Red,#DB0000
S01E13,Cadmium Yellow,#FFEC00
S01E13,Phthalo Green,#102E3C
S01E13,Prussian Blue,#021E44
S01E13,Sap Green,#0A3410
S01E13,Titanium White,#FFFFFF
S01E13,Van Dyke Brown,#221B15
S02E01,Alizarin Crimson,#4E1500
S02E01,Bright Red,#DB0000
S02E01,Burnt Umber,#8A3324
S02E01,Cadmium Yellow,#FFEC00
S02E01,Indian Yellow,#FFB800
S02E01,Phthalo Blue,#0C0040
S02E01,Phthalo Green,#102E3C
S02E01,Prussian Blue,#021E44
S02E01,Sap Green,#0A3410
S02E01,Titanium White,#FFFFFF
S02E01,Van Dyke Brown,#221B15
S02E01,Yellow Ochre,#C79B00
S02E02,Alizarin Crimson,#4E1500
S02E02,Bright Red,#DB0000
S02E02,Burnt Umber,#8A3324
S02E02,Cadmium Yellow,#FFEC00
S02E02,Indian Yellow,#FFB800
S02E02,Phthalo Blue,#0C0040
S02E02,Phthalo Green,#102E3C
S02E02,Prussian Blue,#021E44
S02E02,Sap Green,#0A3410
S02E02,Titanium White,#FFFFFF
S02E02,Van Dyke Brown,#221B15
S02E02,Yellow Ochre,#C79B00
S02E03,Alizarin Crimson,#4E1500
S02E03,Black Gesso,#000000
S02E03,Bright Red,#DB0000
S02E03,Burnt Umber,#8A3324
S02E03,Cadmium Yellow,#FFEC00
S02E03,Indian Yellow,#FFB800
S02E03,Phthalo Blue,#0C0040
S02E03,Phthalo Green,#102E3C
S02E03,Prussian Blue,#021E44
S02E03,Sap Green,#0A3410
S02E03,Titanium White,#FFFFFF
S02E03,Van Dyke Brown,#221B15
S02E03,Yellow Ochre,#C79B00
S02E04,Prussian Blue,#021E44
S02E04,Titanium White,#FFFFFF
S02E04,Van Dyke Brown,#221B15
S02E05,Alizarin Crimson,#4E1500
S02E05,Bright Red,#DB0000
S02E05,Burnt Umber,#8A3324
S02E05,Cadmium Yellow,#FFEC00
S02E05,Phthalo Blue,#0C0040
S02E05,Phthalo Green,#102E3C
S02E05,Prussian Blue,#021E44
S02E05,Sap Green,#0A3410
S02E05,Titanium White,#FFFFFF
S02E05,Van Dyke Brown,#221B15
S02E05,Yellow Ochre,#C79B00
S02E06,Alizarin Crimson,#4E1500
S02E06,Bright Red,#DB0000
S02E06,Burnt Umber,#8A3324
S02E06,Cadmium Yellow,#FFEC00
S02E06,Phthalo Blue,#0C0040
S02E06,Phthalo Green,#102E3C
S02E06,Prussian Blue,#021E44
S02E06,Sap Green,#0A3410
S02E06,Titanium White,#FFFFFF
S02E06,Van Dyke Brown,#221B15
S02E06,Yellow Ochre,#C79B00
S02E07,Alizarin Crimson,#4E1500
S02E07,Bright Red,#DB0000
S02E07,Burnt Umber,#8A3324
S02E07,Cadmium Yellow,#FFEC00
S02E07,Phthalo Blue,#0C0040
S02E07,Phthalo Green,#102E3C
S02E07,Prussian Blue,#021E44
S02E07,Sap Green,#0A3410
S02E07,Titanium White,#FFFFFF
S02E07,Van Dyke Brown,#221B15
S02E07,Yellow Ochre,#C79B00
S02E08,Alizarin Crimson,#4E1500
S02E08,Bright Red,#DB0000
S02E08,Burnt Umber,#8A3324
S02E08,Cadmium Yellow,#FFEC00
S02E08,Indian Yellow,#FFB800
S02E08,Phthalo Blue,#0C0040
S02E08,Phthalo Green,#102E3C
S02E08,Prussian Blue,#021E44
S02E08,Sap Green,#0A3410
S02E08,Titanium White,#FFFFFF
S02E08,Van Dyke Brown,#221B15
S02E08,Yellow Ochre,#C79B00
S02E09,Alizarin Crimson,#4E1500
S02E09,Black Gesso,#000000
S02E09,Bright Red,#DB0000
S02E09,Cadmium Yellow,#FFEC00
S02E09,Indian Yellow,#FFB800
S02E09,Phthalo Blue,#0C0040
S02E09,Phthalo Green,#102E3C
S02E09,Prussian Blue,#021E44
S02E09,Sap Green,#0A3410
S02E09,Titanium White,#FFFFFF
S02E09,Van Dyke Brown,#221B15
S02E09,Yellow Ochre,#C79B00
S02E10,Alizarin Crimson,#4E1500
S02E10,Bright Red,#DB0000
S02E10,Burnt Umber,#8A3324
S02E10,Cadmium Yellow,#FFEC00
S02E10,Indian Yellow,#FFB800
S02E10,Phthalo Blue,#0C0040
S02E10,Phthalo Green,#102E3C
S02E10,Prussian Blue,#021E44
S02E10,Sap Green,#0A3410
S02E10,Titanium White,#FFFFFF
S02E10,Van Dyke Brown,#221B15
S02E10,Yellow Ochre,#C79B00
S02E11,Alizarin Crimson,#4E1500
S02E11,Black Gesso,#000000
S02E11,Burnt Umber,#8A3324
S02E11,Cadmium Yellow,#FFEC00
S02E11,Indian Yellow,#FFB800
S02E11,Phthalo Blue,#0C0040
S02E11,Phthalo Green,#102E3C
S02E11,Prussian Blue,#021E44
S02E11,Sap Green,#0A3410
S02E11,Titanium White,#FFFFFF
S02E11,Van Dyke Brown,#221B15
S02E11,Yellow Ochre,#C79B00
S02E12,Alizarin Crimson,#4E1500
S02E12,Bright Red,#DB0000
S02E12,Burnt Umber,#8A3324
S02E12,Cadmium Yellow,#FFEC00
S02E12,Indian Yellow,#FFB800
S02E12,Phthalo Blue,#0C0040
S02E12,Phthalo Green,#102E3C
S02E12,Prussian Blue,#021E44
S02E12,Sap Green,#0A3410
S02E12,Titanium White,#FFFFFF
S02E12,Van Dyke Brown,#221B15
S02E12,Yellow Ochre,#C79B00
S02E13,Alizarin Crimson,#4E1500
S02E13,Bright Red,#DB0000
S02E13,Burnt Umber,#8A3324
S02E13,Cadmium Yellow,#FFEC00
S02E13,Indian Yellow,#FFB800
S02E13,Phthalo Blue,#0C0040
S02E13,Phthalo Green,#102E3C
S02E13,Prussian Blue,#021E44
S02E13,Sap Green,#0A3410
S02E13,Titanium White,#FFFFFF
S02E13,Van Dyke Brown,#221B15
S02E13,Yellow Ochre,#C79B00
S03E01,Alizarin Crimson,#4E1500
S03E01,Bright Red,#DB0000
S03E01,Burnt Umber,#8A3324
S03E01,Cadmium Yellow,#FFEC00
S03E01,Indian Yellow,#FFB800
S03E01,Phthalo Blue,#0C0040
S03E01,Phthalo Green,#102E3C
S03E01,Prussian Blue,#021E44
S03E01,Sap Green,#0A3410
S03E01,Titanium White,#FFFFFF
S03E01,Van Dyke Brown,#221B15
S03E01,Yellow Ochre,#C79B00
S03E02,Alizarin Crimson,#4E1500
S03E02,Bright Red,#DB0000
S03E02,Burnt Umber,#8A3324
S03E02,Cadmium Yellow,#FFEC00
S03E02,Indian Yellow,#FFB800
S03E02,Phthalo Blue,#0C0040
S03E02,Phthalo Green,#102E3C
S03E02,Prussian Blue,#021E44
S03E02,Sap Green,#0A3410
S03E02,Titanium White,#FFFFFF
S03E02,Van Dyke Brown,#221B15
S03E02,Yellow Ochre,#C79B00
S03E03,Alizarin Crimson,#4E1500
S03E03,Bright Red,#DB0000
S03E03,Burnt Umber,#8A3324
S03E03,Cadmium Yellow,#FFEC00
S03E03,Indian Yellow,#FFB800
S03E03,Phthalo Blue,#0C0040
S03E03,Phthalo Green,#102E3C
S03E03,Prussian Blue,#021E44
S03E03,Sap Green,#0A3410
S03E03,Titanium White,#FFFFFF
S03E03,Van Dyke Brown,#221B15
S03E03,Yellow Ochre,#C79B00
S03E04,Alizarin Crimson,#4E1500
S03E04,Bright Red,#DB0000
S03E04,Cadmium Yellow,#FFEC00
S03E04,Liquid Black,#000000
S03E04,Phthalo Green,#102E3C
S03E04,Titanium White,#FFFFFF
S03E04,Van Dyke Brown,#221B15
S03E05,Alizarin Crimson,#4E1500
S03E05,Burnt Umber,#8A3324
S03E05,Cadmium Yellow,#FFEC00
S03E05,Sap Green,#0A3410
S03E05,Titanium White,#FFFFFF
S03E05,Van Dyke Brown,#221B15
S03E05,Yellow Ochre,#C79B00
S03E06,Alizarin Crimson,#4E1500
S03E06,Bright Red,#DB0000
S03E06,Burnt Umber,#8A3324
S03E06,Cadmium Yellow,#FFEC00
S03E06,Midnight Black,#000000
S03E06,Prussian Blue,#021E44
S03E06,Sap Green,#0A3410
S03E06,Titanium White,#FFFFFF
S03E06,Van Dyke Brown,#221B15
S03E06,Yellow Ochre,#C79B00
S03E07,Alizarin Crimson,#4E1500
S03E07,Burnt Umber,#8A3324
S03E07,Cadmium Yellow,#FFEC00
S03E07,Phthalo Blue,#0C0040
S03E07,Phthalo Green,#102E3C
S03E07,Prussian Blue,#021E44
S03E07,Sap Green,#0A3410
S03E07,Titanium White,#FFFFFF
S03E07,Van Dyke Brown,#221B15
S03E07,Yellow Ochre,#C79B00
S03E08,Alizarin Crimson,#4E1500
S03E08,Black Gesso,#000000
S03E08,Burnt Umber,#8A3324
S03E08,Cadmium Yellow,#FFEC00
S03E08,Phthalo Green,#102E3C
S03E08,Sap Green,#0A3410
S03E08,Titanium White,#FFFFFF
S03E08,Van Dyke Brown,#221B15
S03E08,Yellow Ochre,#C79B00
S03E09,Alizarin Crimson,#4E1500
S03E09,Bright Red,#DB0000
S03E09,Burnt Umber,#8A3324
S03E09,Cadmium Yellow,#FFEC00
S03E09,Phthalo Blue,#0C0040
S03E09,Prussian Blue,#021E44
S03E09,Sap Green,#0A3410
S03E09,Titanium White,#FFFFFF
S03E09,Van Dyke Brown,#221B15
S03E09,Yellow Ochre,#C79B00
S03E10,Alizarin Crimson,#4E1500
S03E10,Black Gesso,#000000
S03E10,Bright Red,#DB0000
S03E10,Burnt Umber,#8A3324
S03E10,Cadmium Yellow,#FFEC00
S03E10,Indian Yellow,#FFB800
S03E10,Van Dyke Brown,#221B15
S03E10,Yellow Ochre,#C79B00
S03E11,Alizarin Crimson,#4E1500
S03E11,Bright Red,#DB0000
S03E11,Burnt Umber,#8A3324
S03E11,Cadmium Yellow,#FFEC00
S03E11,Indian Yellow,#FFB800
S03E11,Phthalo Blue,#0C0040
S03E11,Phthalo Green,#102E3C
S03E11,Prussian Blue,#021E44
S03E11,Sap Green,#0A3410
S03E11,Titanium White,#FFFFFF
S03E11,Van Dyke Brown,#221B15
S03E11,Yellow Ochre,#C79B00
S03E12,Alizarin Crimson,#4E1500
S03E12,Bright Red,#DB0000
S03E12,Burnt Umber,#8A3324
S03E12,Cadmium Yellow,#FFEC00
S03E12,Phthalo Blue,#0C0040
S03E12,Prussian Blue,#021E44
S03E12,Sap Green,#0A3410
S03E12,Titanium White,#FFFFFF
S03E12,Van Dyke Brown,#221B15
S03E12,Yellow Ochre,#C79B00
S03E13,Alizarin Crimson,#4E1500
S03E13,Cadmium Yellow,#FFEC00
S03E13,Phthalo Blue,#0C0040
S03E13,Phthalo Green,#102E3C
S03E13,Prussian Blue,#021E44
S03E13,Sap Green,#0A3410
S03E13,Titanium White,#FFFFFF
S03E13,Van Dyke Brown,#221B15
S03E13,Yellow Ochre,#C79B00
S04E01,Alizarin Crimson,#4E1500
S04E01,Phthalo Blue,#0C0040
S04E01,Titanium White,#FFFFFF
S04E01,Van Dyke Brown,#221B15
S04E02,Alizarin Crimson,#4E1500
S04E02,Bright Red,#DB0000
S04E02,Burnt Umber,#8A3324
S04E02,Cadmium Yellow,#FFEC00
S04E02,Indian Yellow,#FFB800
S04E02,Phthalo Blue,#0C0040
S04E02,Sap Green,#0A3410
S04E02,Titanium White,#FFFFFF
S04E02,Van Dyke Brown,#221B15
S04E02,Yellow Ochre,#C79B00
S04E03,Alizarin Crimson,#4E1500
S04E03,Bright Red,#DB0000
S04E03,Burnt Umber,#8A3324
S04E03,Cadmium Yellow,#FFEC00
S04E03,Indian Yellow,#FFB800
S04E03,Phthalo Blue,#0C0040
S04E03,Phthalo Green,#102E3C
S04E03,Prussian Blue,#021E44
S04E03,Sap Green,#0A3410
S04E03,Titanium White,#FFFFFF
S04E03,Van Dyke Brown,#221B15
S04E03,Yellow Ochre,#C79B00
S04E04,Black Gesso,#000000
S04E04,Bright Red,#DB0000
S04E04,Burnt Umber,#8A3324
S04E04,Cadmium Yellow,#FFEC00
S04E04,Midnight Black,#000000
S04E04,Prussian Blue,#021E44
S04E04,Titanium White,#FFFFFF
S04E05,Alizarin Crimson,#4E1500
S04E05,Black Gesso,#000000
S04E05,Bright Red,#DB0000
S04E05,Burnt Umber,#8A3324
S04E05,Cadmium Yellow,#FFEC00
S04E05,Phthalo Blue,#0C0040
S04E05,Phthalo Green,#102E3C
S04E05,Prussian Blue,#021E44
S04E05,Titanium White,#FFFFFF
S04E05,Van Dyke Brown,#221B15
S04E06,Alizarin Crimson,#4E1500
S04E06,Bright Red,#DB0000
S04E06,Burnt Umber,#8A3324
S04E06,Cadmium Yellow,#FFEC00
S04E06,Indian Yellow,#FFB800
S04E06,Phthalo Blue,#0C0040
S04E06,Prussian Blue,#021E44
S04E06,Sap Green,#0A3410
S04E06,Titanium White,#FFFFFF
S04E06,Van Dyke Brown,#221B15
S04E06,Yellow Ochre,#C79B00
S04E07,Alizarin Crimson,#4E1500
S04E07,Bright Red,#DB0000
S04E07,Burnt Umber,#8A3324
S04E07,Cadmium Yellow,#FFEC00
S04E07,Indian Yellow,#FFB800
S04E07,Phthalo Blue,#0C0040
S04E07,Phthalo Green,#102E3C
S04E07,Sap Green,#0A3410
S04E07,Titanium White,#FFFFFF
S04E07,Van Dyke Brown,#221B15
S04E07,Yellow Ochre,#C79B00
S04E08,Alizarin Crimson,#4E1500
S04E08,Bright Red,#DB0000
S04E08,Burnt Umber,#8A3324
S04E08,Cadmium Yellow,#FFEC00
S04E08,Indian Yellow,#FFB800
S04E08,Prussian Blue,#021E44
S04E08,Sap Green,#0A3410
S04E08,Titanium White,#FFFFFF
S04E08,Van Dyke Brown,#221B15
S04E08,Yellow Ochre,#C79B00
S04E09,Alizarin Crimson,#4E1500
S04E09,Bright Red,#DB0000
S04E09,Burnt Umber,#8A3324
S04E09,Cadmium Yellow,#FFEC00
S04E09,Indian Yellow,#FFB800
S04E09,Phthalo Blue,#0C0040
S04E09,Phthalo Green,#102E3C
S04E09,Prussian Blue,#021E44
S04E09,Sap Green,#0A3410
S04E09,Titanium White,#FFFFFF
S04E09,Van Dyke Brown,#221B15
S04E09,Yellow Ochre,#C79B00
S04E10,Alizarin Crimson,#4E1500
S04E10,Bright Red,#DB0000
S04E10,Burnt Umber,#8A3324
S04E10,Cadmium Yellow,#FFEC00
S04E10,Indian Yellow,#FFB800
S04E10,Phthalo Blue,#0C0040
S04E10,Phthalo Green,#102E3C
S04E10,Sap Green,#0A3410
S04E10,Titanium White,#FFFFFF
S04E10,Van Dyke Brown,#221B15
S04E10,Yellow Ochre,#C79B00
S04E11,Alizarin Crimson,#4E1500
S04E11,Bright Red,#DB0000
S04E11,Burnt Umber,#8A3324
S04E11,Cadmium Yellow,#FFEC00
S04E11,Indian Yellow,#FFB800
S04E11,Liquid Black,#000000
S04E11,Prussian Blue,#021E44
S04E11,Sap Green,#0A3410
S04E11,Titanium White,#FFFFFF
S04E11,Van Dyke Brown,#221B15
S04E12,Alizarin Crimson,#4E1500
S04E12,Bright Red,#DB0000
S04E12,Burnt Umber,#8A3324
S04E12,Cadmium Yellow,#FFEC00
S04E12,Indian Yellow,#FFB800
S04E12,Phthalo Blue,#0C0040
S04E12,Phthalo Green,#102E3C
S04E12,Prussian Blue,#021E44
S04E12,Sap Green,#0A3410
S04E12,Titanium White,#FFFFFF
S04E12,Van Dyke Brown,#221B15
S04E12,Yellow Ochre,#C79B00
S04E13,Alizarin Crimson,#4E1500
S04E13,Cadmium Yellow,#FFEC00
S04E13,Indian Yellow,#FFB800
S04E13,Phthalo Blue,#0C0040
S04E13,Phthalo Green,#102E3C
S04E13,Prussian Blue,#021E44
S04E13,Sap Green,#0A3410
S04E13,Titanium White,#FFFFFF
S04E13,Van Dyke Brown,#221B15
S04E13,Yellow Ochre,#C79B00
S05E01,Alizarin Crimson,#4E1500
S05E01,Bright Red,#DB0000
S05E01,Burnt Umber,#8A3324
S05E01,Cadmium Yellow,#FFEC00
S05E01,Indian Yellow,#FFB800
S05E01,Phthalo Blue,#0C0040
S05E01,Phthalo Green,#102E3C
S05E01,Sap Green,#0A3410
S05E01,Titanium White,#FFFFFF
S05E01,Van Dyke Brown,#221B15
S05E01,Yellow Ochre,#C79B00
S05E02,Alizarin Crimson,#4E1500
S05E02,Black Gesso,#000000
S05E02,Bright Red,#DB0000
S05E02,Burnt Umber,#8A3324
S05E02,Cadmium Yellow,#FFEC00
S05E02,Indian Yellow,#FFB800
S05E02,Phthalo Blue,#0C0040
S05E02,Phthalo Green,#102E3C
S05E02,Sap Green,#0A3410
S05E02,Titanium White,#FFFFFF
S05E02,Van Dyke Brown,#221B15
S05E02,Yellow Ochre,#C79B00
S05E03,Alizarin Crimson,#4E1500
S05E03,Liquid Black,#000000
S05E03,Phthalo Blue,#0C0040
S05E03,Phthalo Green,#102E3C
S05E03,Titanium White,#FFFFFF
S05E04,Alizarin Crimson,#4E1500
S05E04,Burnt Umber,#8A3324
S05E04,Indian Yellow,#FFB800
S05E04,Phthalo Blue,#0C0040
S05E04,Sap Green,#0A3410
S05E04,Titanium White,#FFFFFF
S05E04,Van Dyke Brown,#221B15
S05E05,Alizarin Crimson,#4E1500
S05E05,Bright Red,#DB0000
S05E05,Burnt Umber,#8A3324
S05E05,Cadmium Yellow,#FFEC00
S05E05,Indian Yellow,#FFB800
S05E05,Phthalo Blue,#0C0040
S05E05,Sap Green,#0A3410
S05E05,Titanium White,#FFFFFF
S05E05,Van Dyke Brown,#221B15
S05E05,Yellow Ochre,#C79B00
S05E06,Alizarin Crimson,#4E1500
S05E06,Indian Yellow,#FFB800
S05E06,Liquid Black,#000000
S05E06,Prussian Blue,#021E44
S05E06,Titanium White,#FFFFFF
S05E06,Van Dyke Brown,#221B15
S05E07,Alizarin Crimson,#4E1500
S05E07,Bright Red,#DB0000
S05E07,Burnt Umber,#8A3324
S05E07,Cadmium Yellow,#FFEC00
S05E07,Indian Yellow,#FFB800
S05E07,Phthalo Blue,#0C0040
S05E07,Sap Green,#0A3410
S05E07,Titanium White,#FFFFFF
S05E07,Van Dyke Brown,#221B15
S05E07,Yellow Ochre,#C79B00
S05E08,Alizarin Crimson,#4E1500
S05E08,Burnt Umber,#8A3324
S05E08,Cadmium Yellow,#FFEC00
S05E08,Indian Yellow,#FFB800
S05E08,Phthalo Blue,#0C0040
S05E08,Sap Green,#0A3410
S05E08,Titanium White,#FFFFFF
S05E08,Van Dyke Brown,#221B15
S05E08,Yellow Ochre,#C79B00
S05E09,Alizarin Crimson,#4E1500
S05E09,Cadmium Yellow,#FFEC00
S05E09,Liquid Clear,#FFFFFF
S05E09,Phthalo Blue,#0C0040
S05E09,Phthalo Green,#102E3C
S05E09,Titanium White,#FFFFFF
S05E10,Alizarin Crimson,#4E1500
S05E10,Black Gesso,#000000
S05E10,Bright Red,#DB0000
S05E10,Burnt Umber,#8A3324
S05E10,Phthalo Blue,#0C0040
S05E10,Phthalo Green,#102E3C
S05E10,Prussian Blue,#021E44
S05E10,Sap Green,#0A3410
S05E10,Titanium White,#FFFFFF
S05E10,Van Dyke Brown,#221B15
S05E10,Yellow Ochre,#C79B00
S05E11,Alizarin Crimson,#4E1500
S05E11,Burnt Umber,#8A3324
S05E11,Cadmium Yellow,#FFEC00
S05E11,Indian Yellow,#FFB800
S05E11,Prussian Blue,#021E44
S05E11,Sap Green,#0A3410
S05E11,Titanium White,#FFFFFF
S05E11,Van Dyke Brown,#221B15
S05E12,Bright Red,#DB0000
S05E12,Burnt Umber,#8A3324
S05E12,Indian Yellow,#FFB800
S05E12,Prussian Blue,#021E44
S05E12,Titanium White,#FFFFFF
S05E13,Alizarin Crimson,#4E1500
S05E13,Bright Red,#DB0000
S05E13,Burnt Umber,#8A3324
S05E13,Cadmium Yellow,#FFEC00
S05E13,Indian Yellow,#FFB800
S05E13,Phthalo Blue,#0C0040
S05E13,Phthalo Green,#102E3C
S05E13,Sap Green,#0A3410
S05E13,Titanium White,#FFFFFF
S05E13,Van Dyke Brown,#221B15
S05E13,Yellow Ochre,#C79B00
S06E01,Alizarin Crimson,#4E1500
S06E01,Black Gesso,#000000
S06E01,Bright Red,#DB0000
S06E01,Burnt Umber,#8A3324
S06E01,Cadmium Yellow,#FFEC00
S06E01,Indian Yellow,#FFB800
S06E01,Phthalo Blue,#0C0040
S06E01,Prussian Blue,#021E44
S06E01,Sap Green,#0A3410
S06E01,Titanium White,#FFFFFF
S06E01,Van Dyke Brown,#221B15
S06E01,Yellow Ochre,#C79B00
S06E02,Alizarin Crimson,#4E1500
S06E02,Bright Red,#DB0000
S06E02,Burnt Umber,#8A3324
S06E02,Cadmium Yellow,#FFEC00
S06E02,Indian Yellow,#FFB800
S06E02,Phthalo Blue,#0C0040
S06E02,Prussian Blue,#021E44
S06E02,Sap Green,#0A3410
S06E02,Titanium White,#FFFFFF
S06E02,Van Dyke Brown,#221B15
S06E02,Yellow Ochre,#C79B00
S06E03,Alizarin Crimson,#4E1500
S06E03,Bright Red,#DB0000
S06E03,Burnt Umber,#8A3324
S06E03,Cadmium Yellow,#FFEC00
S06E03,Indian Yellow,#FFB800
S06E03,Phthalo Blue,#0C0040
S06E03,Sap Green,#0A3410
S06E03,Titanium White,#FFFFFF
S06E03,Van Dyke Brown,#221B15
S06E03,Yellow Ochre,#C79B00
S06E04,Alizarin Crimson,#4E1500
S06E04,Bright Red,#DB0000
S06E04,Burnt Umber,#8A3324
S06E04,Cadmium Yellow,#FFEC00
S06E04,Indian Yellow,#FFB800
S06E04,Phthalo Blue,#0C0040
S06E04,Prussian Blue,#021E44
S06E04,Sap Green,#0A3410
S06E04,Titanium White,#FFFFFF
S06E04,Van Dyke Brown,#221B15
S06E04,Yellow Ochre,#C79B00
S06E05,Alizarin Crimson,#4E1500
S06E05,Black Gesso,#000000
S06E05,Bright Red,#DB0000
S06E05,Burnt Umber,#8A3324
S06E05,Cadmium Yellow,#FFEC00
S06E05,Indian Yellow,#FFB800
S06E05,Phthalo Blue,#0C0040
S06E05,Phthalo Green,#102E3C
S06E05,Sap Green,#0A3410
S06E05,Titanium White,#FFFFFF
S06E05,Van Dyke Brown,#221B15
S06E05,Yellow Ochre,#C79B00
S06E06,Alizarin Crimson,#4E1500
S06E06,Burnt Umber,#8A3324
S06E06,Cadmium Yellow,#FFEC00
S06E06,Phthalo Blue,#0C0040
S06E06,Phthalo Green,#102E3C
S06E06,Titanium White,#FFFFFF
S06E06,Van Dyke Brown,#221B15
S06E06,Yellow Ochre,#C79B00
S06E07,Alizarin Crimson,#4E1500
S06E07,Bright Red,#DB0000
S06E07,Burnt Umber,#8A3324
S06E07,Cadmium Yellow,#FFEC00
S06E07,Indian Yellow,#FFB800
S06E07,Phthalo Blue,#0C0040
S06E07,Phthalo Green,#102E3C
S06E07,Sap Green,#0A3410
S06E07,Titanium White,#FFFFFF
S06E07,Van Dyke Brown,#221B15
S06E07,Yellow Ochre,#C79B00
S06E08,Alizarin Crimson,#4E1500
S06E08,Bright Red,#DB0000
S06E08,Cadmium Yellow,#FFEC00
S06E08,Indian Yellow,#FFB800
S06E08,Prussian Blue,#021E44
S06E08,Titanium White,#FFFFFF
S06E08,Van Dyke Brown,#221B15
S06E09,Alizarin Crimson,#4E1500
S06E09,Bright Red,#DB0000
S06E09,Burnt Umber,#8A3324
S06E09,Cadmium Yellow,#FFEC00
S06E09,Indian Yellow,#FFB800
S06E09,Phthalo Blue,#0C0040
S06E09,Phthalo Green,#102E3C
S06E09,Sap Green,#0A3410
S06E09,Titanium White,#FFFFFF
S06E09,Van Dyke Brown,#221B15
S06E09,Yellow Ochre,#C79B00
S06E10,Alizarin Crimson,#4E1500
S06E10,Bright Red,#DB0000
S06E10,Burnt Umber,#8A3324
S06E10,Cadmium Yellow,#FFEC00
S06E10,Indian Yellow,#FFB800
S06E10,Prussian Blue,#021E44
S06E10,Sap Green,#0A3410
S06E10,Titanium White,#FFFFFF
S06E10,Van Dyke Brown,#221B15
S06E10,Yellow Ochre,#C79B00
S06E11,Alizarin Crimson,#4E1500
S06E11,Bright Red,#DB0000
S06E11,Burnt Umber,#8A3324
S06E11,Cadmium Yellow,#FFEC00
S06E11,Indian Yellow,#FFB800
S06E11,Phthalo Blue,#0C0040
S06E11,Phthalo Green,#102E3C
S06E11,Sap Green,#0A3410
S06E11,Titanium White,#FFFFFF
S06E11,Van Dyke Brown,#221B15
S06E11,Yellow Ochre,#C79B00
S06E12,Alizarin Crimson,#4E1500
S06E12,Black Gesso,#000000
S06E12,Bright Red,#DB0000
S06E12,Burnt Umber,#8A3324
S06E12,Cadmium Yellow,#FFEC00
S06E12,Indian Yellow,#FFB800
S06E12,Phthalo Blue,#0C0040
