full_epi_code,color,hex_value
S06E12,Sap Green,#0A3410
S06E12,Titanium White,#FFFFFF
S06E12,Van Dyke Brown,#221B15
S06E12,Yellow Ochre,#C79B00
S06E13,Alizarin Crimson,#4E1500
S06E13,Bright Red,#DB0000
S06E13,Burnt Umber,#8A3324
S06E13,Cadmium Yellow,#FFEC00
S06E13,Indian Yellow,#FFB800
S06E13,Phthalo Blue,#0C0040
S06E13,Phthalo Green,#102E3C
S06E13,Sap Green,#0A3410
S06E13,Titanium White,#FFFFFF
S06E13,Van Dyke Brown,#221B15
S06E13,Yellow Ochre,#C79B00
S07E01,Bright Red,#DB0000
S07E01,Dark Sienna,#5F2E1F
S07E01,Prussian Blue,#021E44
S07E01,Titanium White,#FFFFFF
S07E01,Van Dyke Brown,#221B15
S07E01,Yellow Ochre,#C79B00
S07E02,Alizarin Crimson,#4E1500
S07E02,Bright Red,#DB0000
S07E02,Cadmium Yellow,#FFEC00
S07E02,Dark Sienna,#5F2E1F
S07E02,Indian Yellow,#FFB800
S07E02,Midnight Black,#000000
S07E02,Phthalo Blue,#0C0040
S07E02,Phthalo Green,#102E3C
S07E02,Sap Green,#0A3410
S07E02,Titanium White,#FFFFFF
S07E02,Van Dyke Brown,#221B15
S07E02,Yellow Ochre,#C79B00
S07E03,Alizarin Crimson,#4E1500
S07E03,Bright Red,#DB0000
S07E03,Cadmium Yellow,#FFEC00
S07E03,Indian Yellow,#FFB800
S07E03,Midnight Black,#000000
S07E03,Sap Green,#0A3410
S07E03,Titanium White,#FFFFFF
S07E04,Alizarin Crimson,#4E1500
S07E04,Bright Red,#DB0000
S07E04,Cadmium Yellow,#FFEC00
S07E04,Dark Sienna,#5F2E1F
S07E04,Indian Yellow,#FFB800
S07E04,Midnight Black,#000000
S07E04,Phthalo Blue,#0C0040
S07E04,Phthalo Green,#102E3C
S07E04,Sap Green,#0A3410
S07E04,Titanium White,#FFFFFF
S07E04,Van Dyke Brown,#221B15
S07E04,Yellow Ochre,#C79B00
S07E05,Alizarin Crimson,#4E1500
S07E05,Bright Red,#DB0000
S07E05,Cadmium Yellow,#FFEC00
S07E05,Dark Sienna,#5F2E1F
S07E05,Indian Yellow,#FFB800
S07E05,Phthalo Blue,#0C0040
S07E05,Titanium White,#FFFFFF
S07E05,Yellow Ochre,#C79B00
S07E06,Alizarin Crimson,#4E1500
S07E06,Bright Red,#DB0000
S07E06,Dark Sienna,#5F2E1F
S07E06,Indian Yellow,#FFB800
S07E06,Midnight Black,#000000
S07E06,Phthalo Blue,#0C0040
S07E06,Phthalo Green,#102E3C
S07E06,Sap Green,#0A3410
S07E06,Titanium White,#FFFFFF
S07E06,Van Dyke Brown,#221B15
S07E06,Yellow Ochre,#C79B00
S07E07,Alizarin Crimson,#4E1500
S07E07,Bright Red,#DB0000
S07E07,Cadmium Yellow,#FFEC00
S07E07,Dark Sienna,#5F2E1F
S07E07,Indian Yellow,#FFB800
S07E07,Midnight Black,#000000
S07E07,Phthalo Blue,#0C0040
S07E07,Titanium White,#FFFFFF
S07E07,Van Dyke Brown,#221B15
S07E07,Yellow Ochre,#C79B00
S07E08,Alizarin Crimson,#4E1500
S07E08,Bright Red,#DB0000
S07E08,Cadmium Yellow,#FFEC00
S07E08,Dark Sienna,#5F2E1F
S07E08,Indian Yellow,#FFB800
S07E08,Midnight Black,#000000
S07E08,Prussian Blue,#021E44
S07E08,Sap Green,#0A3410
S07E08,Titanium White,#FFFFFF
S07E08,Van Dyke Brown,#221B15
S07E08,Yellow Ochre,#C79B00
S07E09,Alizarin Crimson,#4E1500
S07E09,Bright Red,#DB0000
S07E09,Cadmium Yellow,#FFEC00
S07E09,Indian Yellow,#FFB800
S07E09,Phthalo Blue,#0C0040
S07E09,Phthalo Green,#102E3C
S07E09,Prussian Blue,#021E44
S07E09,Sap Green,#0A3410
S07E09,Titanium White,#FFFFFF
S07E09,Van Dyke Brown,#221B15
S07E09,Yellow Ochre,#C79B00
S07E10,Bright Red,#DB0000
S07E10,Cadmium Yellow,#FFEC00
S07E10,Dark Sienna,#5F2E1F
S07E10,Indian Yellow,#FFB800
S07E10,Midnight Black,#000000
S07E10,Phthalo Blue,#0C0040
S07E10,Prussian Blue,#021E44
S07E10,Sap Green,#0A3410
S07E10,Titanium White,#FFFFFF
S07E10,Van Dyke Brown,#221B15
S07E10,Yellow Ochre,#C79B00
S07E11,Alizarin Crimson,#4E1500
S07E11,Midnight Black,#000000
S07E11,Titanium White,#FFFFFF
S07E12,Bright Red,#DB0000
S07E12,Cadmium Yellow,#FFEC00
S07E12,Dark Sienna,#5F2E1F
S07E12,Midnight Black,#000000
S07E12,Phthalo Blue,#0C0040
S07E12,Sap Green,#0A3410
S07E12,Titanium White,#FFFFFF
S07E12,Van Dyke Brown,#221B15
S07E12,Yellow Ochre,#C79B00
S07E13,Alizarin Crimson,#4E1500
S07E13,Bright Red,#DB0000
S07E13,Cadmium Yellow,#FFEC00
S07E13,Dark Sienna,#5F2E1F
S07E13,Indian Yellow,#FFB800
S07E13,Liquid Black,#000000
S07E13,Phthalo Blue,#0C0040
S07E13,Sap Green,#0A3410
S07E13,Titanium White,#FFFFFF
S07E13,Van Dyke Brown,#221B15
S07E13,Yellow Ochre,#C79B00
S08E01,Alizarin Crimson,#4E1500
S08E01,Bright Red,#DB0000
S08E01,Cadmium Yellow,#FFEC00
S08E01,Indian Yellow,#FFB800
S08E01,Midnight Black,#000000
S08E01,Phthalo Blue,#0C0040
S08E01,Sap Green,#0A3410
S08E01,Titanium White,#FFFFFF
S08E01,Van Dyke Brown,#221B15
S08E01,Yellow Ochre,#C79B00
S08E02,Alizarin Crimson,#4E1500
S08E02,Bright Red,#DB0000
S08E02,Cadmium Yellow,#FFEC00
S08E02,Dark Sienna,#5F2E1F
S08E02,Indian Yellow,#FFB800
S08E02,Midnight Black,#000000
S08E02,Phthalo Blue,#0C0040
S08E02,Phthalo Green,#102E3C
S08E02,Sap Green,#0A3410
S08E02,Titanium White,#FFFFFF
S08E02,Van Dyke Brown,#221B15
S08E02,Yellow Ochre,#C79B00
S08E03,Alizarin Crimson,#4E1500
S08E03,Bright Red,#DB0000
S08E03,Cadmium Yellow,#FFEC00
S08E03,Dark Sienna,#5F2E1F
S08E03,Indian Yellow,#FFB800
S08E03,Midnight Black,#000000
S08E03,Phthalo Blue,#0C0040
S08E03,Titanium White,#FFFFFF
S08E03,Van Dyke Brown,#221B15
S08E03,Yellow Ochre,#C79B00
S08E04,Alizarin Crimson,#4E1500
S08E04,Bright Red,#DB0000
S08E04,Cadmium Yellow,#FFEC00
S08E04,Dark Sienna,#5F2E1F
S08E04,Indian Yellow,#FFB800
S08E04,Midnight Black,#000000
S08E04,Phthalo Blue,#0C0040
S08E04,Sap Green,#0A3410
S08E04,Titanium White,#FFFFFF
S08E04,Van Dyke Brown,#221B15
S08E04,Yellow Ochre,#C79B00
S08E05,Alizarin Crimson,#4E1500
S08E05,Bright Red,#DB0000
S08E05,Cadmium Yellow,#FFEC00
S08E05,Dark Sienna,#5F2E1F
S08E05,Indian Yellow,#FFB800
S08E05,Midnight Black,#000000
S08E05,Prussian Blue,#021E44
S08E05,Sap Green,#0A3410
S08E05,Titanium White,#FFFFFF
S08E05,Van Dyke Brown,#221B15
S08E05,Yellow Ochre,#C79B00
S08E06,Alizarin Crimson,#4E1500
S08E06,Bright Red,#DB0000
S08E06,Cadmium Yellow,#FFEC00
S08E06,Dark Sienna,#5F2E1F
S08E06,Indian Yellow,#FFB800
S08E06,Midnight Black,#000000
S08E06,Phthalo Blue,#0C0040
S08E06,Sap Green,#0A3410
S08E06,Titanium White,#FFFFFF
S08E06,Van Dyke Brown,#221B15
S08E06,Yellow Ochre,#C79B00
S08E07,Alizarin Crimson,#4E1500
S08E07,Bright Red,#DB0000
S08E07,Cadmium Yellow,#FFEC00
S08E07,Dark Sienna,#5F2E1F
S08E07,Indian Yellow,#FFB800
S08E07,Midnight Black,#000000
S08E07,Phthalo Blue,#0C0040
S08E07,Titanium White,#FFFFFF
S08E07,Van Dyke Brown,#221B15
S08E07,Yellow Ochre,#C79B00
S08E08,Alizarin Crimson,#4E1500
S08E08,Bright Red,#DB0000
S08E08,Cadmium Yellow,#FFEC00
S08E08,Dark Sienna,#5F2E1F
S08E08,Indian Yellow,#FFB800
S08E08,Midnight Black,#000000
S08E08,Phthalo Blue,#0C0040
S08E08,Phthalo Green,#102E3C
S08E08,Prussian Blue,#021E44
S08E08,Sap Green,#0A3410
S08E08,Titanium White,#FFFFFF
S08E08,Van Dyke Brown,#221B15
S08E08,Yellow Ochre,#C79B00
S08E09,Alizarin Crimson,#4E1500
S08E09,Bright Red,#DB0000
S08E09,Cadmium Yellow,#FFEC00
S08E09,Dark Sienna,#5F2E1F
S08E09,Indian Yellow,#FFB800
S08E09,Midnight Black,#000000
S08E09,Phthalo Blue,#0C0040
S08E09,Sap Green,#0A3410
S08E09,Titanium White,#FFFFFF
S08E09,Van Dyke Brown,#221B15
S08E09,Yellow Ochre,#C79B00
S08E10,Alizarin Crimson,#4E1500
S08E10,Black Gesso,#000000
S08E10,Bright Red,#DB0000
S08E10,Cadmium Yellow,#FFEC00
S08E10,Dark Sienna,#5F2E1F
S08E10,Indian Yellow,#FFB800
S08E10,Midnight Black,#000000
S08E10,Titanium White,#FFFFFF
S08E10,Van Dyke Brown,#221B15
S08E10,Yellow Ochre,#C79B00
S08E11,Alizarin Crimson,#4E1500
S08E11,Bright Red,#DB0000
S08E11,Cadmium Yellow,#FFEC00
S08E11,Indian Yellow,#FFB800
S08E11,Phthalo Blue,#0C0040
S08E11,Prussian Blue,#021E44
S08E11,Sap Green,#0A3410
S08E11,Titanium White,#FFFFFF
S08E11,Van Dyke Brown,#221B15
S08E11,Yellow Ochre,#C79B00
S08E12,Alizarin Crimson,#4E1500
S08E12,Bright Red,#DB0000
S08E12,Cadmium Yellow,#FFEC00
S08E12,Dark Sienna,#5F2E1F
S08E12,Indian Yellow,#FFB800
S08E12,Midnight Black,#000000
S08E12,Phthalo Blue,#0C0040
S08E12,Titanium White,#FFFFFF
S08E12,Van Dyke Brown,#221B15
S08E12,Yellow Ochre,#C79B00
S08E13,Alizarin Crimson,#4E1500
S08E13,Black Gesso,#000000
S08E13,Bright Red,#DB0000
S08E13,Dark Sienna,#5F2E1F
S08E13,Midnight Black,#000000
S08E13,Phthalo Blue,#0C0040
S08E13,Phthalo Green,#102E3C
S08E13,Titanium White,#FFFFFF
S08E13,Van Dyke Brown,#221B15
S09E01,Alizarin Crimson,#4E1500
S09E01,Bright Red,#DB0000
S09E01,Dark Sienna,#5F2E1F
S09E01,Midnight Black,#000000
S09E01,Phthalo Blue,#0C0040
S09E01,Prussian Blue,#021E44
S09E01,Titanium White,#FFFFFF
S09E01,Van Dyke Brown,#221B15
S09E01,Yellow Ochre,#C79B00
S09E02,Alizarin Crimson,#4E1500
S09E02,Bright Red,#DB0000
S09E02,Cadmium Yellow,#FFEC00
S09E02,Dark Sienna,#5F2E1F
S09E02,Liquid Clear,#FFFFFF
S09E02,Midnight Black,#000000
S09E02,Phthalo Blue,#0C0040
S09E02,Prussian Blue,#021E44
S09E02,Titanium White,#FFFFFF
S09E02,Van Dyke Brown,#221B15
S09E02,Yellow Ochre,#C79B00
S09E03,Alizarin Crimson,#4E1500
S09E03,Black Gesso,#000000
S09E03,Bright Red,#DB0000
S09E03,Cadmium Yellow,#FFEC00
S09E03,Dark Sienna,#5F2E1F
S09E03,Indian Yellow,#FFB800
S09E03,Midnight Black,#000000
S09E03,Phthalo Blue,#0C0040
S09E03,Titanium White,#FFFFFF
S09E03,Van Dyke Brown,#221B15
S09E03,Yellow Ochre,#C79B00
S09E04,Alizarin Crimson,#4E1500
S09E04,Bright Red,#DB0000
S09E04,Cadmium Yellow,#FFEC00
S09E04,Dark Sienna,#5F2E1F
S09E04,Indian Yellow,#FFB800
S09E04,Midnight Black,#000000
S09E04,Phthalo Blue,#0C0040
S09E04,Sap Green,#0A3410
S09E04,Titanium White,#FFFFFF
S09E04,Van Dyke Brown,#221B15
S09E04,Yellow Ochre,#C79B00
S09E05,Alizarin Crimson,#4E1500
S09E05,Bright Red,#DB0000
S09E05,Dark Sienna,#5F2E1F
S09E05,Midnight Black,#000000
S09E05,Phthalo Blue,#0C0040
S09E05,Titanium White,#FFFFFF
S09E05,Van Dyke Brown,#221B15
S09E06,Alizarin Crimson,#4E1500
S09E06,Black Gesso,#000000
S09E06,Bright Red,#DB0000
S09E06,Cadmium Yellow,#FFEC00
S09E06,Dark Sienna,#5F2E1F
S09E06,Midnight Black,#000000
S09E06,Phthalo Blue,#0C0040
S09E06,Prussian Blue,#021E44
S09E06,Titanium White,#FFFFFF
S09E06,Van Dyke Brown,#221B15
S09E06,Yellow Ochre,#C79B00
S09E07,Alizarin Crimson,#4E1500
S09E07,Bright Red,#DB0000
S09E07,Cadmium Yellow,#FFEC00
S09E07,Dark Sienna,#5F2E1F
S09E07,Indian Yellow,#FFB800
S09E07,Midnight Black,#000000
S09E07,Phthalo Blue,#0C0040
S09E07,Sap Green,#0A3410
S09E07,Titanium White,#FFFFFF
S09E07,Van Dyke Brown,#221B15
S09E07,Yellow Ochre,#C79B00
S09E08,Alizarin Crimson,#4E1500
S09E08,Bright Red,#DB0000
S09E08,Cadmium Yellow,#FFEC00
S09E08,Dark Sienna,#5F2E1F
S09E08,Indian Yellow,#FFB800
S09E08,Midnight Black,#000000
S09E08,Phthalo Blue,#0C0040
S09E08,Sap Green,#0A3410
S09E08,Titanium White,#FFFFFF
S09E08,Van Dyke Brown,#221B15
S09E08,Yellow Ochre,#C79B00
S09E09,Alizarin Crimson,#4E1500
S09E09,Bright Red,#DB0000
S09E09,Cadmium Yellow,#FFEC00
S09E09,Dark Sienna,#5F2E1F
S09E09,Indian Yellow,#FFB800
S09E09,Midnight Black,#000000
S09E09,Phthalo Blue,#0C0040
S09E09,Sap Green,#0A3410
S09E09,Titanium White,#FFFFFF
S09E09,Van Dyke Brown,#221B15
S09E09,Yellow Ochre,#C79B00
S09E10,Alizarin Crimson,#4E1500
S09E10,Bright Red,#DB0000
S09E10,Cadmium Yellow,#FFEC00
S09E10,Dark Sienna,#5F2E1F
S09E10,Indian Yellow,#FFB800
S09E10,Midnight Black,#000000
S09E10,Phthalo Blue,#0C0040
S09E10,Sap Green,#0A3410
S09E10,Titanium White,#FFFFFF
S09E10,Van Dyke Brown,#221B15
S09E10,Yellow Ochre,#C79B00
S09E11,Alizarin Crimson,#4E1500
S09E11,Bright Red,#DB0000
S09E11,Cadmium Yellow,#FFEC00
S09E11,Dark Sienna,#5F2E1F
S09E11,Indian Yellow,#FFB800
S09E11,Midnight Black,#000000
S09E11,Phthalo Blue,#0C0040
S09E11,Sap Green,#0A3410
S09E11,Titanium White,#FFFFFF
S09E11,Van Dyke Brown,#221B15
S09E11,Yellow Ochre,#C79B00
S09E12,Alizarin Crimson,#4E1500
S09E12,Bright Red,#DB0000
S09E12,Cadmium Yellow,#FFEC00
S09E12,Dark Sienna,#5F2E1F
S09E12,Liquid Clear,#FFFFFF
S09E12,Midnight Black,#000000
S09E12,Phthalo Blue,#0C0040
S09E12,Phthalo Green,#102E3C
S09E12,Prussian Blue,#021E44
S09E12,Sap Green,#0A3410
S09E12,Titanium White,#FFFFFF
S09E12,Van Dyke Brown,#221B15
S09E12,Yellow Ochre,#C79B00
S09E13,Alizarin Crimson,#4E1500
S09E13,Black Gesso,#000000
S09E13,Bright Red,#DB0000
S09E13,Cadmium Yellow,#FFEC00
S09E13,Dark Sienna,#5F2E1F
S09E13,Indian Yellow,#FFB800
S09E13,Midnight Black,#000000
S09E13,Phthalo Blue,#0C0040
S09E13,Sap Green,#0A3410
S09E13,Titanium White,#FFFFFF
S09E13,Van Dyke Brown,#221B15
S09E13,Yellow Ochre,#C79B00
S10E01,Alizarin Crimson,#4E1500
S10E01,Bright Red,#DB0000
S10E01,Cadmium Yellow,#FFEC00
S10E01,Dark Sienna,#5F2E1F
S10E01,Indian Yellow,#FFB800
S10E01,Midnight Black,#000000
S10E01,Phthalo Blue,#0C0040
S10E01,Phthalo Green,#102E3C
S10E01,Prussian Blue,#021E44
S10E01,Sap Green,#0A3410
S10E01,Titanium White,#FFFFFF
S10E01,Van Dyke Brown,#221B15
S10E01,Yellow Ochre,#C79B00
S10E02,Alizarin Crimson,#4E1500
S10E02,Bright Red,#DB0000
S10E02,Cadmium Yellow,#FFEC00
S10E02,Dark Sienna,#5F2E1F
S10E02,Indian Yellow,#FFB800
S10E02,Midnight Black,#000000
S10E02,Phthalo Blue,#0C0040
S10E02,Prussian Blue,#021E44
S10E02,Sap Green,#0A3410
S10E02,Titanium White,#FFFFFF
S10E02,Van Dyke Brown,#221B15
S10E02,Yellow Ochre,#C79B00
S10E03,Alizarin Crimson,#4E1500
S10E03,Bright Red,#DB0000
S10E03,Cadmium Yellow,#FFEC00
S10E03,Dark Sienna,#5F2E1F
S10E03,Indian Yellow,#FFB800
S10E03,Midnight Black,#000000
S10E03,Phthalo Blue,#0C0040
S10E03,Prussian Blue,#021E44
S10E03,Sap Green,#0A3410
S10E03,Titanium White,#FFFFFF
S10E03,Van Dyke Brown,#221B15
S10E03,Yellow Ochre,#C79B00
S10E04,Alizarin Crimson,#4E1500
S10E04,Bright Red,#DB0000
S10E04,Cadmium Yellow,#FFEC00
S10E04,Dark Sienna,#5F2E1F
S10E04,Indian Yellow,#FFB800
S10E04,Midnight Black,#000000
S10E04,Phthalo Blue,#0C0040
S10E04,Prussian Blue,#021E44
S10E04,Sap Green,#0A3410
S10E04,Titanium White,#FFFFFF
S10E04,Van Dyke Brown,#221B15
S10E04,Yellow Ochre,#C79B00
S10E05,Alizarin Crimson,#4E1500
S10E05,Black Gesso,#000000
S10E05,Bright Red,#DB0000
S10E05,Cadmium Yellow,#FFEC00
S10E05,Dark Sienna,#5F2E1F
S10E05,Midnight Black,#000000
S10E05,Phthalo Blue,#0C0040
S10E05,Phthalo Green,#102E3C
S10E05,Prussian Blue,#021E44
S10E05,Titanium White,#FFFFFF
S10E05,Van Dyke Brown,#221B15
S10E05,Yellow Ochre,#C79B00
S10E06,Alizarin Crimson,#4E1500
S10E06,Bright Red,#DB0000
S10E06,Cadmium Yellow,#FFEC00
S10E06,Dark Sienna,#5F2E1F
S10E06,Indian Yellow,#FFB800
S10E06,Midnight Black,#000000
S10E06,Phthalo Blue,#0C0040
S10E06,Prussian Blue,#021E44
S10E06,Sap Green,#0A3410
S10E06,Titanium White,#FFFFFF
S10E06,Van Dyke Brown,#221B15
S10E06,Yellow Ochre,#C79B00
S10E07,Alizarin Crimson,#4E1500
S10E07,Bright Red,#DB0000
S10E07,Dark Sienna,#5F2E1F
S10E07,Midnight Black,#000000
S10E07,Phthalo Blue,#0C0040
S10E07,Titanium White,#FFFFFF
S10E07,Van Dyke Brown,#221B15
S10E08,Alizarin Crimson,#4E1500
S10E08,Black Gesso,#000000
S10E08,Bright Red,#DB0000
S10E08,Cadmium Yellow,#FFEC00
S10E08,Dark Sienna,#5F2E1F
S10E08,Indian Yellow,#FFB800
S10E08,Midnight Black,#000000
S10E08,Phthalo Blue,#0C0040
S10E08,Sap Green,#0A3410
S10E08,Titanium White,#FFFFFF
S10E08,Van Dyke Brown,#221B15
S10E08,Yellow Ochre,#C79B00
S10E09,Bright Red,#DB0000
S10E09,Cadmium Yellow,#FFEC00
S10E09,Dark Sienna,#5F2E1F
S10E09,Indian Yellow,#FFB800
S10E09,Midnight Black,#000000
S10E09,Phthalo Blue,#0C0040
S10E09,Prussian Blue,#021E44
S10E09,Sap Green,#0A3410
S10E09,Titanium White,#FFFFFF
S10E09,Van Dyke Brown,#221B15
S10E09,Yellow Ochre,#C79B00
S10E10,Alizarin Crimson,#4E1500
S10E10,Bright Red,#DB0000
S10E10,Cadmium Yellow,#FFEC00
S10E10,Dark Sienna,#5F2E1F
S10E10,Indian Yellow,#FFB800
S10E10,Liquid Clear,#FFFFFF
S10E10,Midnight Black,#000000
S10E10,Phthalo Blue,#0C0040
S10E10,Prussian Blue,#021E44
S10E10,Titanium White,#FFFFFF
S10E10,Van Dyke Brown,#221B15
S10E10,Yellow Ochre,#C79B00
S10E11,Alizarin Crimson,#4E1500
S10E11,Bright Red,#DB0000
S10E11,Cadmium Yellow,#FFEC00
S10E11,Dark Sienna,#5F2E1F
S10E11,Indian Yellow,#FFB800
S10E11,Midnight Black,#000000
S10E11,Phthalo Blue,#0C0040
S10E11,Prussian Blue,#021E44
S10E11,Sap Green,#0A3410
S10E11,Titanium White,#FFFFFF
S10E11,Van Dyke Brown,#221B15
S10E11,Yellow Ochre,#C79B00
S10E12,Alizarin Crimson,#4E1500
S10E12,Bright Red,#DB0000
S10E12,Cadmium Yellow,#FFEC00
S10E12,Dark Sienna,#5F2E1F
S10E12,Midnight Black,#000000
S10E12,Phthalo Blue,#0C0040
S10E12,Prussian Blue,#021E44
S10E12,Titanium White,#FFFFFF
S10E12,Van Dyke Brown,#221B15
S10E13,Alizarin Crimson,#4E1500
S10E13,Bright Red,#DB0000
S10E13,Cadmium Yellow,#FFEC00
S10E13,Dark Sienna,#5F2E1F
S10E13,Indian Yellow,#FFB800
S10E13,Midnight Black,#000000
S10E13,Phthalo Blue,#0C0040
S10E13,Prussian Blue,#021E44
S10E13,Sap Green,#0A3410
S10E13,Titanium White,#FFFFFF
S10E13,Van Dyke Brown,#221B15
S10E13,Yellow Ochre,#C79B00
S11E01,Alizarin Crimson,#4E1500
S11E01,Bright Red,#DB0000
S11E01,Cadmium Yellow,#FFEC00
S11E01,Dark Sienna,#5F2E1F
S11E01,Indian Yellow,#FFB800
S11E01,Midnight Black,#000000
S11E01,Phthalo Blue,#0C0040
S11E01,Prussian Blue,#021E44
S11E01,Sap Green,#0A3410
S11E01,Titanium White,#FFFFFF
S11E01,Van Dyke Brown,#221B15
S11E01,Yellow Ochre,#C79B00
S11E02,Alizarin Crimson,#4E1500
S11E02,Bright Red,#DB0000
S11E02,Dark Sienna,#5F2E1F
S11E02,Midnight Black,#000000
S11E02,Prussian Blue,#021E44
S11E02,Titanium White,#FFFFFF
S11E02,Van Dyke Brown,#221B15
S11E03,Alizarin Crimson,#4E1500
S11E03,Cadmium Yellow,#FFEC00
S11E03,Dark Sienna,#5F2E1F
S11E03,Liquid Clear,#FFFFFF
S11E03,Midnight Black,#000000
S11E03,Phthalo Blue,#0C0040
S11E03,Sap Green,#0A3410
S11E03,Titanium White,#FFFFFF
S11E03,Van Dyke Brown,#221B15
S11E03,Yellow Ochre,#C79B00
S11E04,Alizarin Crimson,#4E1500
S11E04,Bright Red,#DB0000
S11E04,Cadmium Yellow,#FFEC00
S11E04,Dark Sienna,#5F2E1F
S11E04,Indian Yellow,#FFB800
S11E04,Midnight Black,#000000
S11E04,Phthalo Blue,#0C0040
S11E04,Prussian Blue,#021E44
S11E04,Sap Green,#0A3410
S11E04,Titanium White,#FFFFFF
S11E04,Van Dyke Brown,#221B15
S11E04,Yellow Ochre,#C79B00
S11E05,Alizarin Crimson,#4E1500
S11E05,Black Gesso,#000000
S11E05,Bright Red,#DB0000
S11E05,Cadmium Yellow,#FFEC00
S11E05,Dark Sienna,#5F2E1F
S11E05,Indian Yellow,#FFB800
S11E05,Midnight Black,#000000
S11E05,Prussian Blue,#021E44
S11E05,Sap Green,#0A3410
S11E05,Titanium White,#FFFFFF
S11E05,Van Dyke Brown,#221B15
S11E05,Yellow Ochre,#C79B00
S11E06,Bright Red,#DB0000
S11E06,Dark Sienna,#5F2E1F
S11E06,Midnight Black,#000000
S11E06,Prussian Blue,#021E44
S11E06,Titanium White,#FFFFFF
S11E06,Van Dyke Brown,#221B15
S11E07,Alizarin Crimson,#4E1500
S11E07,Bright Red,#DB0000
S11E07,Cadmium Yellow,#FFEC00
S11E07,Dark Sienna,#5F2E1F
S11E07,Indian Yellow,#FFB800
S11E07,Midnight Black,#000000
S11E07,Phthalo Blue,#0C0040
S11E07,Prussian Blue,#021E44
S11E07,Sap Green,#0A3410
S11E07,Titanium White,#FFFFFF
S11E07,Van Dyke Brown,#221B15
S11E07,Yellow Ochre,#C79B00
S11E08,Alizarin Crimson,#4E1500
S11E08,Bright Red,#DB0000
S11E08,Cadmium Yellow,#FFEC00
S11E08,Dark Sienna,#5F2E1F
S11E08,Indian Yellow,#FFB800
S11E08,Midnight Black,#000000
S11E08,Phthalo Blue,#0C0040
S11E08,Sap Green,#0A3410
S11E08,Titanium White,#FFFFFF
S11E08,Van Dyke Brown,#221B15
S11E08,Yellow Ochre,#C79B00
S11E09,Alizarin Crimson,#4E1500
S11E09,Dark Sienna,#5F2E1F
S11E09,Midnight Black,#000000
S11E09,Phthalo Blue,#0C0040
S11E09,Titanium White,#FFFFFF
S11E09,Van Dyke Brown,#221B15
S11E10,Alizarin Crimson,#4E1500
S11E10,Black Gesso,#000000
S11E10,Bright Red,#DB0000
S11E10,Cadmium Yellow,#FFEC00
S11E10,Dark Sienna,#5F2E1F
S11E10,Indian Yellow,#FFB800
S11E10,Midnight Black,#000000
S11E10,Phthalo Blue,#0C0040
S11E10,Titanium White,#FFFFFF
S11E10,Van Dyke Brown,#221B15
S11E11,Cadmium Yellow,#FFEC00
S11E11,Dark Sienna,#5F2E1F
S11E11,Indian Yellow,#FFB800
S11E11,Liquid Clear,#FFFFFF
S11E11,Prussian Blue,#021E44
S11E11,Titanium White,#FFFFFF
S11E11,Van Dyke Brown,#221B15
S11E11,Yellow Ochre,#C79B00
S11E12,Alizarin Crimson,#4E1500
S11E12,Bright Red,#DB0000
S11E12,Cadmium Yellow,#FFEC00
S11E12,Dark Sienna,#5F2E1F
S11E12,Indian Yellow,#FFB800
S11E12,Midnight Black,#000000
S11E12,Prussian Blue,#021E44
S11E12,Sap Green,#0A3410
S11E12,Titanium White,#FFFFFF
S11E12,Van Dyke Brown,#221B15
S11E12,Yellow Ochre,#C79B00
S11E13,Alizarin Crimson,#4E1500
S11E13,Bright Red,#DB0000
S11E13,Cadmium Yellow,#FFEC00
S11E13,Dark Sienna,#5F2E1F
S11E13,Indian Yellow,#FFB800
S11E13,Midnight Black,#000000
S11E13,Prussian Blue,#021E44
S11E13,Sap Green,#0A3410
S11E13,Titanium White,#FFFFFF
S11E13,Van Dyke Brown,#221B15
S11E13,Yellow Ochre,#C79B00
S12E01,Cadmium Yellow,#FFEC00
S12E01,Dark Sienna,#5F2E1F
S12E01,Indian Yellow,#FFB800
S12E01,Midnight Black,#000000
S12E01,Titanium White,#FFFFFF
S12E01,Van Dyke Brown,#221B15
S12E01,Yellow Ochre,#C79B00
S12E02,Alizarin Crimson,#4E1500
S12E02,Bright Red,#DB0000
S12E02,Cadmium Yellow,#FFEC00
S12E02,Dark Sienna,#5F2E1F
S12E02,Indian Yellow,#FFB800
S12E02,Midnight Black,#000000
S12E02,Phthalo Blue,#0C0040
S12E02,Prussian Blue,#021E44
S12E02,Sap Green,#0A3410
S12E02,Titanium White,#FFFFFF
S12E02,Van Dyke Brown,#221B15
S12E02,Yellow Ochre,#C79B00
S12E03,Alizarin Crimson,#4E1500
S12E03,Bright Red,#DB0000
S12E03,Cadmium Yellow,#FFEC00
S12E03,Dark Sienna,#5F2E1F
S12E03,Indian Yellow,#FFB800
S12E03,Midnight Black,#000000
S12E03,Phthalo Blue,#0C0040
S12E03,Phthalo Green,#102E3C
S12E03,Prussian Blue,#021E44
S12E03,Sap Green,#0A3410
S12E03,Titanium White,#FFFFFF
S12E03,Van Dyke Brown,#221B15
S12E03,Yellow Ochre,#C79B00
S12E04,Alizarin Crimson,#4E1500
S12E04,Bright Red,#DB0000
S12E04,Cadmium Yellow,#FFEC00
S12E04,Dark Sienna,#5F2E1F
